seed,omega,nonmarkovianity,mean_trace_distance,max_trace_distance,final_trace_distance,steps,seconds
73,0.0,0.3220323274042638,0.021874501967454413,0.8791542053222656,6.689164422368776e-08,1000,5.158584833145142
74,1.0,5.59413138279119e-06,0.001910638637739331,0.9788661003112793,3.256071323676224e-08,1000,10.88191556930542
74,0.5,6.1338270382904625e-06,0.0038903440807472405,0.9788660407066345,6.00925886828918e-08,1000,16.372223138809204
74,0.0,1.6642250964342509,0.049178145133692924,0.9788661599159241,1.903527788726933e-07,1000,8.953803539276123
75,1.0,5.958501051228637e-06,0.0016387446617114106,0.9353897571563721,4.79001585063088e-08,1000,19.101394176483154
75,0.5,6.424690586648296e-06,0.003092720727192885,0.9353897571563721,1.5667250607975802e-08,1000,14.886013746261597
75,0.0,0.19845142922804015,0.02737212218283506,0.9353898763656616,5.267835589961578e-08,1000,5.022844552993774
76,1.0,5.748418764550678e-06,0.0016641386914501004,0.9565068483352661,2.6304963540724202e-08,1000,10.261743783950806
76,0.5,5.8078993054877515e-06,0.0030822915340365125,0.9565067291259766,5.544365411225272e-09,1000,14.39520788192749
76,0.0,0.14536535584160504,0.027494829841045284,0.9565068483352661,5.2007042228296996e-08,1000,9.777642250061035
77,1.0,5.742841574729596e-06,0.001659911677522119,0.8625779747962952,3.152410243956183e-08,1000,11.721276760101318
77,0.5,5.9412425668092794e-06,0.0031891709826137723,0.8625779151916504,4.244158446908841e-08,1000,11.470988988876343
77,0.0,0.9737364542119558,0.025237507384688943,0.9158093929290771,6.07395165275193e-08,1000,5.326500177383423
78,1.0,5.784746001769037e-06,0.0018143780824483504,0.9515130519866943,2.0262753253064147e-08,1000,13.215627193450928
78,0.5,6.17407595271402e-06,0.003636737275145906,0.9515130519866943,1.769501700721321e-08,1000,8.697485208511353
78,0.0,1.13691005475755,0.0367605710697203,0.9515130519866943,7.525715517431308e-08,1000,4.187236309051514
