architecture,task,trial,value,state,omega_b,omega_c,eta_ab,eta_bc,omega,eta,eta_ac
ABC-embedded-hierarchical,paper_s0_s10,13,0.4174572952970558,TrialState.COMPLETE,0.7982717060396434,0.6480557949785664,0.6672888667801651,0.8469015950428369,,,
ABC-embedded-hierarchical,paper_s0_s10,14,0.5723947814386107,TrialState.COMPLETE,0.4788092992509366,0.286915568291713,0.26083784345395244,0.3652970142077449,,,
ABC-embedded-hierarchical,paper_s0_s10,15,0.4204830076954173,TrialState.COMPLETE,0.7914693322499522,0.8265437515266852,0.5440001103105572,0.7088262513785547,,,
ABC-embedded-hierarchical,paper_s0_s10,16,0.5797989498200755,TrialState.COMPLETE,0.7011625953937598,0.522866620136452,0.2421701718977582,1.097174336254989,,,
ABC-embedded-hierarchical,paper_s0_s10,17,0.5789536211435328,TrialState.COMPLETE,0.8859484186260512,0.5149704140209432,0.2367688421154216,1.1589043054621109,,,
ABC-embedded-hierarchical,paper_s0_s10,18,0.42178157520559323,TrialState.COMPLETE,0.7137530696504076,0.24155493298033964,0.7811113710262372,1.0681050172173614,,,
ABC-embedded-hierarchical,paper_s0_s10,19,0.4449296839111034,TrialState.COMPLETE,0.6589175745083723,0.5037304781303165,0.08122671267811588,1.5149381293777844,,,
ABC-embedded-hierarchical,paper_s0_s10,20,0.416655349298305,TrialState.COMPLETE,0.8644042960908755,0.25472325068782203,0.5595300094993376,0.21251217544757617,,,
ABC-embedded-hierarchical,paper_s0_s10,21,0.5537744129812545,TrialState.COMPLETE,0.8664122258811257,0.5518583569852744,0.19387276227829972,1.1659530184881193,,,
ABC-embedded-hierarchical,paper_s0_s10,22,0.5891642100903952,TrialState.COMPLETE,0.878807318338348,0.4265328733008319,0.2741611181941764,1.3191903352727214,,,
ABC-embedded-hierarchical,paper_s0_s10,23,0.5853181039889513,TrialState.COMPLETE,0.6743653647256755,0.40527389013664333,0.3009587136340601,1.3125359342910823,,,
ABC-embedded-hierarchical,paper_s0_s10,24,0.5861473019770451,TrialState.COMPLETE,0.9140610502362018,0.39766185159416834,0.33133321892878015,1.355735430728081,,,
ABC-embedded-hierarchical,paper_s0_s10,25,0.4804903669668198,TrialState.COMPLETE,0.9265810717866306,0.4337441529631319,0.4633434527387775,1.342287451378583,,,
ABC-embedded-hierarchical,paper_s0_s10,26,0.4149507815344859,TrialState.COMPLETE,0.990067760529313,0.31016861532156065,0.635351394054589,1.3560171477380971,,,
ABC-embedded-hierarchical,paper_s0_s10,27,0.5463608727801099,TrialState.COMPLETE,0.7958774436019822,0.1981775837523608,0.39232897801360517,0.5342843524676665,,,
ABC-embedded-hierarchical,paper_s0_s10,28,0.4242313528647905,TrialState.COMPLETE,0.8742317790551545,0.602477793887874,0.8451122622388509,1.4247446764829912,,,
ABC-embedded-hierarchical,paper_s0_s10,29,0.28691441164314463,TrialState.COMPLETE,0.7351180920893595,0.3400764356134105,1.2542245499893991,0.9512457899570642,,,
ABC-embedded-hierarchical,paper_s0_s10,30,0.4283463705076732,TrialState.COMPLETE,0.9154567681621275,0.45308069120127653,0.527281566793657,1.040355859865191,,,
ABC-embedded-hierarchical,paper_s0_s10,31,0.5900929519717691,TrialState.COMPLETE,0.830397136670146,0.4102204225893098,0.30074223053615196,1.2446043482414983,,,
ABC-embedded-tied,paper_s0_s10,0,0.19723179621177309,TrialState.COMPLETE,,,,,0.3745401188473625,1.4483071096990625,
ABC-embedded-tied,paper_s0_s10,1,0.42504443234123424,TrialState.COMPLETE,,,,,0.7319939418114051,0.9305046995616021,
ABC-embedded-tied,paper_s0_s10,2,0.5514339405443831,TrialState.COMPLETE,,,,,0.15601864044243652,0.2794361675106186,
ABC-embedded-tied,paper_s0_s10,3,0.6619317274605739,TrialState.COMPLETE,,,,,0.05808361216819946,1.3239686935631354,
ABC-embedded-tied,paper_s0_s10,4,0.42247461162669453,TrialState.COMPLETE,,,,,0.6011150117432088,1.0914305465266174,
ABC-embedded-tied,paper_s0_s10,5,0.18610966869786127,TrialState.COMPLETE,,,,,0.020584494295802447,1.4765398478820424,
ABC-embedded-tied,paper_s0_s10,6,0.5705258249346005,TrialState.COMPLETE,,,,,0.8324426408004217,0.36230758402050356,
ABC-embedded-tied,paper_s0_s10,7,0.5650911734604828,TrialState.COMPLETE,,,,,0.18182496720710062,0.31975067941004887,
ABC-embedded-tied,paper_s0_s10,8,0.42520816392406025,TrialState.COMPLETE,,,,,0.3042422429595377,0.8218098321066927,
ABC-embedded-tied,paper_s0_s10,9,0.4241204505676577,TrialState.COMPLETE,,,,,0.43194501864211576,0.478338749658916,
